title,description,tags
"CompTIA Security+ Certification - SY0-401 (2014 Objectives)","Study for the CompTIA Security+ Certification with Infinite Skills","CompTIA A+;CompTIA Network+;CompTIA Security+;Oracle Certification;AWS Certification;Salesforce Certification;ITIL Certification"
"HP UFT / QTP 14.00  (Latest Version)","Automation testing with HP Unified Functional Testing","Automation;Selenium Testing Framework;Unit Testing;API Testing;Penetration Testing"
"Algorithms and Data Structures in Python","A guide to implement the most up to date algorithms from scratch: arrays, linked lists, graph algorithms and sorting","Algorithms;data structures;Python"
"Embedded Systems Programming on ARM Cortex-M3/M4 Processor","With hands on Coding using C Programming and assembly on ARM Cortex M Processor based Microcontroller","Embedded Systems;Objective C;Microcontroller"
"How to Hack WiFi Networks for Beginners","Learn how to Hack WiFi Networks (WEP, WPA, WPA2).","Neural Networks"
"Ubuntu Linux Server Basics","Learn Ubuntu Server administration in 3 days with this step-by-step course for beginners.","Ubuntu;Kali Linux;Linux;Linux Administration;SQL Server;Windows Server;Salesforce Administration"
"Tech Explorations™ Raspberry Pi: Full Stack Minibian","A whirlwind tour of full-stack web application development on the Raspberry Pi","Raspberry Pi"
"CompTIA CySA+ (CS0-001): Complete Course and Practice Exam","Pass the CompTIA Cybersecurity Analyst+ (CS0-001) exam on your 1st attempt, includes CySA+ practice exam!","CompTIA A+;CompTIA Network+;CompTIA Security+"
"Blockchain Development on Hyperledger Fabric using Composer","Learn to develop Network Applications on Hyperledger Fabric & Composer Technology","BlockChain"
"CCA 175 - Spark and Hadoop Developer Certification - Scala","Cloudera Certified Associate Spark and Hadoop Developer using Scala as Programming Language","Hadoop;Oracle Certification;AWS Certification;Salesforce Certification;ITIL Certification;Natural Language Processing"
"Introduction To Python For Ethical Hacking","Learn How To Use Python for Ethical Hacking and Build an Nmap Network Scanner from Scratch","Python;Ethical Hacking"
"Best QA Manual Software Testing: Live Project+Agile+Jira+API","Ultimate QA Manual Testing course with Live project and Live demo + Real time interview questions + Life time support","Selenium Testing Framework;Unit Testing;API Testing;Penetration Testing"
"SAP HANA Implementation, Modeling and Reporting Course","Learn how to build a Real Time Platform using SAP HANA the best selling product in the history of SAP.","3D Modeling"
"Learn Unit Testing with Junit & Mockito in 30 Steps","Learn Mockito and JUnit - the most popular unit testing and mocking frameworks - with 25 Examples","Unit Testing;Selenium Testing Framework;API Testing;Penetration Testing"
"Kali Linux Hacking Lab for Beginners","Learn to hack with Kali Linux! Easily create your own hacking labs and do penetration testing!","Kali Linux;Linux;Linux Administration;Ethical Hacking;Penetration Testing;Selenium Testing Framework;Unit Testing;API Testing"
"Hands-on with Amazon Redshift","Large Scale Data Warehouse Design in the Cloud","Amazon AWS"
"AWS Certified Solution Architect - Associate","AWS Solution Architect - Associate Course","AWS Certification;Amazon AWS"
"Arduino Programming and Hardware Fundamentals with Hackster","Learn electrical engineering basics to build circuits and program Arduino to make wearables, robots, and IoT devices","Arduino"
"CompTIA IT Fundamentals; FC0-U51. The Total Course","What EVERY USER needs to know about basic setup, configuration, and troubleshooting PCs, networks, and mobile devices.","CompTIA A+;CompTIA Network+;CompTIA Security+;User Interface;Neural Networks"
"Python For Offensive PenTest: A Complete Practical Course","Python for Hacking , Learn how to use python for ethical hacking and penetration testing","Python;Ethical Hacking;Penetration Testing;Selenium Testing Framework;Unit Testing;API Testing"
"Palo Alto Firewalls Configuration By Example - PCNSE Prep","Deep dive in Policies and Network Configuration of PaloAlto Firewalls by example","Deep learning"
"IT Help Desk Professional","Get Hands-On Experience on Helpdesk Skills, Learn, Master & Troubleshoot All What It Takes To Get You a Job",""
"Salesforce Sales Cloud Consultant Certification Course","Salesforce Sales Cloud Consultants are in demand. Take your Salesforce Career to the Next Level and Become a Consultant.","Salesforce Certification;Salesforce Administration;Oracle Certification;AWS Certification;ITIL Certification"
"Spring Core - Learn Spring Framework 4 and Spring Boot","Build a web application using Spring Framework 4 and Spring Boot","Spring Framework"
"Kali Linux Tutorial For Beginners","#1 Ranking Kali Linux Tutorial! Learn from the pros how to use Kali Linux easily and quickly.","Kali Linux;Linux;Linux Administration"
"Data Structures in Java - Part I (+INTERVIEW QUESTIONS)","AVL tree, red-black tree, B-tree, binary search tree, array, linked list, stack, queue and splay tree","data structures;Java"
"The Complete Nmap Ethical Hacking Course : Network Security","Become an expert in the ethical hacking and network security tool Nmap!","Ethical Hacking;Cyber Security;Network Security"
"Certified WhiteHat Hacker Level 1 ( CWHH Level 1)","Learn all topics on ethical hacking. Learn what others teach you about ethical hacking charging you so much money.","Ethical Hacking"
"Tech Explorations™ Basic electronics for Arduino Makers","An introduction to electronics to help you make the most from your Arduino or other prototyping platform.","Electronics;Arduino"
"Learn T-SQL From Scratch For SQL Server Administrator","All the information needed within the courses to set yourself for a successful career as a SQL Production DBA","SQL;Oracle SQL;SQL Server;Microsoft SQL;Windows Server"
"Learn to Design Your Own Boards","Design a board in 15 hours. Step-by-Step tutorial based on Arduino project (Altium)","Arduino"
"Mastering RTOS: Hands on with FreeRTOS, Arduino and STM32Fx","Learn Running/Porting FreeRTOS Real Time Operating System on Arduino,  STM32F4x and ARM cortex M based Mircocontrollers","RTOS;Arduino"
"SQL Tuning","Learn how to formulate and tune SQL statements for optimal performance","SQL;Oracle SQL;SQL Server;Microsoft SQL"
"SQL Advanced","Lead yourself to enhance your SQL skills and transform into Senior SQL Developer. Learn SQL by doing with me.","SQL;Oracle SQL;SQL Server;Microsoft SQL"
"Master Computers - From Beginner to Expert in One Week","Become a master of computers. In one week, you will understand how computers work and how to use them well.",""
"Cisco ICND1 - CCENT (100-105) - A Complete Guide","Pass the ICND 1 (100-105) exam easily. Recorded in Full HD! Challenges and Quizzes included! Great for CCNA students too","Cisco CCNA"
"MTA: Windows Server Administration Fundamentals: 98-365","Learn how to install, configure and troubleshoot Microsoft Windows Server 2008 and 2012. Pass your MTA exam first time!","Windows Server;SQL Server;Salesforce Administration;Linux Administration;Microsoft SQL;Microsoft Azure"
"OpenStack Essentials","Learn OpenStack, Install & Operate Your Own IaaS Cloud!",""
"The Complete VMware vSphere 6.5: Beginner to Advanced-Part 1","Start from absolute zero, and learn to use Vmware vSphere 6.5 as it was meant to be used, Full Practical Training Course","VMware Vsphere"
"CCNA Security and CCNP Security Deep Dive Part::1","CCNA Security and CCNP Security 2016  With Baldev","Cisco CCNA;Cyber Security;Network Security;Deep learning"
"Learn VHDL and FPGA Development","Learn how to create a VHDL design that can be simulated and implemented on a Xilinx or Altera FPGA development board.",""
"CompTIA A+ Certification 220-902: Practice Tests","Test your skills with 3 full practice exams that mimic the real CompTIA exams with - Certification Practice Tests.","CompTIA A+;CompTIA Network+;CompTIA Security+;Oracle Certification;AWS Certification;Salesforce Certification;ITIL Certification"
"Complete Salesforce Certified Platform Developer I Course","Learn and get your Developer I Certification! 100% aligned with the official exam Study Guide of the Spring 18 release!","Salesforce Certification;Salesforce Administration;Oracle Certification;AWS Certification;ITIL Certification;Spring Framework"
"CCNP Route 642-902 Implementing Cisco IP Routing","includes everything you will need to fully prepare for your CCNP Route certification ","Cisco CCNA;Oracle Certification;AWS Certification;Salesforce Certification;ITIL Certification"
"Data Warehouse Concepts: Basic to Advanced concepts","Data Warehouse Concepts:  Learn the in BI/Data Warehouse/BIG DATA Concepts from scratch and become an expert.",""
"Multithreading and Parallel Computing in Java","Multithreading and Concurrent Programming, Parallel Computation and MapReduce in Java","Java"
"Learn Siemens S7-1200 PLC & HMI from Scratch using TIA","Learn wiring, programming and Installation of  S7-1200 PLC & HMI with Siemens TIA- Total Integrated Automation Software","PLC;HMI;Automation"
"Selenium Webdriver with Java (Basics + Advance + Architect)","300+ Lectures, 100+ Hrs of inDepth training on Selenium WebDriver with Adv. Framework Designing and Live Projects","Selenium WebDriver;Selenium Testing Framework;Java"
"The Complete C Programming Tutorial","Learn complete C Programming basic fundamentals  with example codes explained in details","Objective C"
"Part 1: AWS Certified Associate (SA,CD,SO) Guide & Questions","Solutions Architect, Sysops Administrator, Developer Certification with Hands on, 450+ Exam Prep Questions","AWS Certification;Amazon AWS;Oracle Certification;Salesforce Certification;ITIL Certification"
"REST API Automation With REST Assured - An Introduction","This course will help you get started with REST Assured, you will also learn how to write tests in REST Assured","REST API;API Testing;Automation"
"Tech Explorations™ KiCad like a Pro","Learn the World’s Favourite Open Source PCB Electronic Design Automation tool and make your own professional PCBs!","Automation"
"The complete walkthrough of Microsoft Azure cloud services","Learn about the key building blocks of the Microsoft Azure cloud using several theory lectures and lab demonstrations","Microsoft SQL;Microsoft Azure"
"Oracle WebLogic 12c for Administrators","Learn how to install, deploy, manage, and troubleshooting Oracle WebLogic in an enterprise envrionment.","Oracle SQL;Oracle Certification"
"Cisco CCNA Packet Tracer Ultimate labs: CCNA Exam prep labs","Are you ready for the CCNA exam? You sure? Check your knowledge with our CCNA Exam Prep Labs. Make sure you know topics","Cisco CCNA"
"From 0 to 1: Data Structures & Algorithms in Java","Learn so you can see it with your eyes closed","data structures;Algorithms;Java"
"The Complete ITIL Foundations Certification Course","Learn everything you need to pass the ITIL Foundations Certification Exam","ITIL Certification;Oracle Certification;AWS Certification;Salesforce Certification"
"Mastering Modbus RS485 Network Communication","Learn how to design, implement and manage the most popular automation networking system in the world.","Automation;IT Networking Fundamentals"
"Linux Shell Scripting: A Project-Based Approach to Learning","Learn how to shell script through project-based training (Bash Scripting, Bash Programming, Grep, Awk, and More)","Kali Linux;Linux;Linux Administration;Shell Scripting;Machine Learning;Deep learning;Mathematics for Machine Learning"
"Cisco Nexus Training: Go from Beginner to Advanced!","Learn to Configure Cisco Nexus 7000 , 5000 & FEX Switches. It covers features OTV, VDC, VPC, Fabric Path, FEX in detail.","Cisco CCNA"
"Python for Network Engineers: Netmiko, NAPALM, pyntc, Telnet","Program networks using Python. Learn network automation and programmability with this practical course (Cisco networks)","Python;Neural Networks;Automation;Cisco CCNA"
"Salesforce Admin certification course","Pass your Salesforce Admin certification exam. Covers all topics  as mentioned in Salesforce study guide.","Salesforce Certification;Salesforce Administration;Oracle Certification;AWS Certification;ITIL Certification"
"Ethical Hacking Fundamental Course - Learn From Scratch","Network & Security , kali linux , Ethical Hacking , Cyber Security , CISSP ,  Ethical Hacking, Penetration Testing","Ethical Hacking;Cyber Security;Network Security;Kali Linux;Linux;Linux Administration;Penetration Testing;Selenium Testing Framework;Unit Testing;API Testing"
"Fundamentals of Unix and Linux System Administration","Master Linux/Unix System administration through a practical and hands on approach","Kali Linux;Linux;Linux Administration;Salesforce Administration"
"Rest API/Web Services testing with SoapUI+Realtime scenerios","2500+ Students :: Web services testing with SoapUI + Groovy script +Mock Exam+Real-time Project+ Interview Questions","REST API;Selenium Testing Framework;Unit Testing;API Testing;Penetration Testing"
"AWS Certified Solution Architect - Associate 2018","Want to pass the AWS Solutions Architect - Associate Exam? Want to become Amazon Web Services Certified? Do this course!","AWS Certification;Amazon AWS"
"Complete, practical SDN and OpenFlow Fundamentals: over 8hrs","Learn SDN and OpenFlow practically using switches, multiple controllers, SDN apps, Wireshark and more. Download OVAs.","Wireshark"
"Hadoop Developer In Real World","Free Cluster Access * HDFS * MapReduce * YARN * Pig * Hive * Flume * Sqoop * AWS * EMR * Optimization * Troubleshooting","Hadoop;AWS Certification;Amazon AWS;Landing Page Optimization"
"ElasticSearch, LogStash, Kibana ELK #1 - Learn ElasticSearch","Learn software skills with rising demand. ElasticSearch is a core component of ELK stack and an excellent search server","SQL Server;Windows Server"
"CompTIA Network+ Cert. (N10-006): Practice Tests","Test your skills with 3 full practice exams that mimic the real CompTIA exams with - Certification Practice Tests.","CompTIA A+;CompTIA Network+;CompTIA Security+;Oracle Certification;AWS Certification;Salesforce Certification;ITIL Certification"
"Basics of Software Architecture & Design Patterns in Java ","A guide to create smart, reusable softwares with SOLID principles and design patterns","Java;SOLID"
"Tableau 10: Practical and Concise","Master Tableau, the most popular software for data analytics, data visualization, data science and business intelligence","Data Science;Online Business;Web Design Business;Artificial Intelligence"
"XML and XML Schema Definition in Easy Steps","Learn,Design and Practice XML and XML Schema creation from scratch in simple steps.",""
"Cisco CCNA ICND1 100-105 (CCENT)","Learn how to pass the Cisco CCNA ICND1/CCENT exam with in-depth CCNA study material. Get CCNA certified!","Cisco CCNA"
"NetApp Storage Clustered Data ONTAP Complete","Supercharge your career by becoming a NetApp SAN and NAS Storage Ninja",""
"Process Visualization with HMI / SCADA (PLC III)","Learn HMI / SCADA hands-on by developing your own live interfaces for a running system.","HMI;PLC"
"OpenStack: Public & Hybrid IaaS Cloud with OpenStack","OpenStack: Learn sought after skills with rising demand. Build your own Public & Hybrid IaaS Cloud with OpenStack!","After Effects"
"Apache Kafka Series - Kafka Cluster Setup & Administration","Hands-On Training on ZooKeeper Quorum Setup, Kafka Cluster Setup and Administration in AWS.","Apache;Salesforce Administration;Linux Administration;AWS Certification;Amazon AWS"
"CCNA 2016 - CCNA 200-125 exam - a complete guide - Cisco","Includes unique videos presenting REAL Cisco routers, switches, firewalls, access points, cables, connectors and labs","Cisco CCNA"
"70-461 Session 1: Querying Microsoft SQL Server (SQL code)","SQL Database for beginners: Tables, data types + functions. Work to certification, inc. 70-761. SQL Server 2012-2017","Microsoft SQL;Microsoft Azure;SQL;Oracle SQL;SQL Server;Windows Server;Database Management;Oracle Certification;AWS Certification;Salesforce Certification;ITIL Certification"
"The Absolute Beginners Guide to Information & Cyber Security","Learn all the basic concepts and gain valuable insights into the world of Information and Cyber security","Cyber Security;Network Security"
"Learn The Basics of Ethical Hacking and Penetration Testing","You don’t have to be perfect to be a hacker. Or the smartest person in the room. Or a type-A personality.","Ethical Hacking;Penetration Testing;Selenium Testing Framework;Unit Testing;API Testing"
"SQL Server Reporting Services Part 1 (SSRS)","Learn how to create from simple to complex reports for your business decision making needs","SQL;Oracle SQL;SQL Server;Microsoft SQL;Windows Server;Online Business;Web Design Business"
"Real-World Ethical Hacking: Hands-on Cybersecurity","Protect yourself, gain the hottest new job skills, and learn the tricks the bad guys use - with Kali Linux & Metasploit!","Ethical Hacking;Kali Linux;Linux;Linux Administration"
"ISTQB Certification Agile Testing","An online course to Be an ISTQB Agile certified tester and learn testing techniques in various Agile methodologies","Oracle Certification;AWS Certification;Salesforce Certification;ITIL Certification;Selenium Testing Framework;Unit Testing;API Testing;Penetration Testing;Online Business"
"Introduction to Collections & Generics in Java","A guide to understand generics, basic collections and reflection in Java!","Java"
"Learn Solidity: Programming Language for Smart Contracts","Best Solidity Tutorial Available Online to Build Blockchain Based Decentralized Application DApps on Ethereum Network","Natural Language Processing;Online Business;BlockChain"
"Intro to Cyber Security Certification - Security+ Boot Camp","Get a brief introduction to the Cyber Security Industry and Security+ Certification","Cyber Security;Network Security;Oracle Certification;AWS Certification;Salesforce Certification;ITIL Certification;CompTIA Security+"
"CCNP Switch 642-813 Implementing Cisco IP Switched Networks","Implementing Cisco IP Switched Networks","Cisco CCNA;Neural Networks"
"Learn API Technical Writing 2: REST for Writers","API Documentation 2: Teaches technical writers how to document REST. No programming experience required.","REST API;API Testing"
"Ethical password hacking and protecting","This Video tutorial helps you to learn different password hacks and protecting methods.","Ethical Hacking"
"CCNP ROUTE 300-101 Video Boot Camp With Chris Bryant","Join My CCNP ROUTE Course Today And I'll Give You My Upcoming CCNA Security 2017 Course FREE!","Cisco CCNA;Cyber Security;Network Security"
"Reverse Engineering and Exploit Development","Application Penetration Testing for Security Professionals","Penetration Testing;Selenium Testing Framework;Unit Testing;API Testing;Cyber Security;Network Security"
"VLSI - Essential concepts and detailed interview guide","VLSI Academy",""
"CompTIA Cybersecurity Analyst CySA+ (CSA+): The Total Course","Total Seminars and Mike Meyers presents: Ethical Hacking CompTIA Cyber Security Analyst CySA+ (CSA+) CS0-001 Exam Prep.","CompTIA A+;CompTIA Network+;CompTIA Security+;Ethical Hacking;Cyber Security;Network Security"
"Cryptocurrency Fundamentals: Buy, Sell Trade Cryptocurrency","Quickly learn how to use, buy, sell and trade Cryptocurrency in this top rated video course and accompanying PDF Guide.",""
"Java EE with Vaadin, Spring Boot and Maven","Vaadin Framework, Spring, Spring Security, Spring Boot, Maven, JPA, JBoss - WildFly","Java;Spring Framework;Cyber Security;Network Security"
"Clear and Simple VMware NSX 6.2 and vSphere Virtual Networks","Want to learn about NSX? Whether you are an absolute beginner or a CCIE this is the course for you!     Prep for VCP6-NV","VMware Vsphere;Virtual Reality;Neural Networks"
"Java 8 New Features In Simple Way","Direct Class Room Videos To give Left and Right Anywhere about Lambda Expressions,Streams and More","Java"
"AWS Lambda 2016 - The Complete Guide (With Hands On Labs)","Learn how to write, deploy & manage your own AWS Lambda functions - to build amazing scalable, real-time cloud systems.","AWS Certification;Amazon AWS;Embedded Systems"
"IT Security Fundamentals: CompTIA Security+ 2015","Learn what Security+ is by understanding how to build, manage, and protect the critical asset that is the network. ","Cyber Security;Network Security;CompTIA A+;CompTIA Network+;CompTIA Security+"
"Practice Your First Penetration Test: Kali & Metasploit Lab","Learn ethical hacking with Kali in your own lab, scan targets with Nmap and exploit victims with metasploit!","Penetration Testing;Kali Linux;Ethical Hacking"
"Informatica Tutorial - Informatica Online Training","Learn Informatica PC ETL Development tool online with examples.","Online Business"
"ETL Testing: From Beginner to Expert","ETL Testing: Essential course for all software testing professionals.","Selenium Testing Framework;Unit Testing;API Testing;Penetration Testing"
"Practical Deep Learning with PyTorch","Accelerate your deep learning with PyTorch covering all the fundamentals of deep learning with a python-first framework.","Deep learning;Machine Learning;Mathematics for Machine Learning"
"Python Programming for Network Engineers: Cisco, Netmiko ++","Network Programmability and Network Automation using GNS3 and Python for Cisco engineers: Telnet, SSH, Paramiko, Netmiko","Python;Cisco CCNA;Automation"
"Microsoft SQL Server Integration Services (SSIS) Training","Learn how to deal with loading of different kinds of data into SQL Server","Microsoft SQL;Microsoft Azure;SQL;Oracle SQL;SQL Server;Windows Server"
"SVG & CSS Animation - Using HTML & CSS","Learn the fundamentals of creating SVG animations in the browser using HTML & CSS.","CSS;3D Animation;HTML"
"Web hacking and Security","Basic to Intermediate level course for IT Security aspirants","Ethical Hacking;Cyber Security;Network Security"
"Mobile Test Automation: Appium, Cucumber and Ruby","Automate Android native application using Cucumber, Appium and Ruby + Bonus iOS Setup!","Automation;Appium;Android Studio;Android Development;React Native;iOS Development"
"Asterisk Made Easy: Learn to Install Asterisk and Linux","Learn how to install and configure Asterisk Voip PBX on Linux to make phone calls following easy video tutorials","Kali Linux;Linux;Linux Administration;Cell Phone"
"How Hackers Create Malware and Infiltrate Victim Machines","Learn How To Build Malware Step By Step and  Understand How Hackers Create Malware",""
"Google Cloud Platform Certification - Cloud Architect (GCP)","Cloud Architect, Digital Architect - In depth coverage of all Services- 200+ Practice questions & 4 Case Studies Design","Google Flutter;Oracle Certification;AWS Certification;Salesforce Certification;ITIL Certification;Procreate Digital Illustration App;Digital Art;Digital Painting"
"Salesforce Certification: Service Cloud Rapid Exam Prep","40 challenging, realistic practice questions with video explanations for the Service Cloud Consultant Certification","Salesforce Certification;Salesforce Administration;Oracle Certification;AWS Certification;ITIL Certification"
"The Ultimate Ethical Hacking & PenTesting - Updated 2018","Professional Level Ethical Hacking & Penetration testing from Beginner to Advanced - From Real World Experience!","Ethical Hacking;Penetration Testing;Selenium Testing Framework;Unit Testing;API Testing"
"Mastering Odoo 9 Development - Technical Fundamentals","Everything you need to get started developing Odoo applications. No previous Python experience required.","Python"
"The Ethical Hacking Starter Kit: 12 Techniques","This course is focused on practice and will help you learn the basic techniques of Ethical Hacking & Penetration Testing","Ethical Hacking;Penetration Testing;Selenium Testing Framework;Unit Testing;API Testing"
"ISTQB® Certified Tester Foundation Level (CTFL) Training","Learn Software Testing from expert and PASS your ISTQB® CTFL examination.","Selenium Testing Framework;Unit Testing;API Testing;Penetration Testing"
"UML Fundamentals","A Practical Course That Teaches UML  Fundamentals",""
"Kubernetes for the Absolute Beginners - Hands-on","Learn Kubernetes in simple, easy and fun way with hands-on coding exercises. For beginners in DevOps.","Kubernetes;DevOps"
"Protractor: End to End testing framework for AngularJS Apps","Protractor Tutorials on End-to-End testing on AngularJS websites. A wrapper over Selenium WebDriverJS library.","Selenium Testing Framework;Unit Testing;API Testing;Penetration Testing;Selenium WebDriver"
"The Guide to macOS Sierra / High Sierra","Learn How to Use Your Mac",""
"Linux Academy Red Hat Certified Systems Administrator Prep","Study for and pass the Red Hat Certified Systems Administrator exam","Kali Linux;Linux;Linux Administration;Embedded Systems"
"Microsoft windows server 2016 industry lab MCSA "fast track"","Building your own network from scratch, study MCSA and get ready for your interview and next job","Microsoft SQL;Microsoft Azure;Windows Server;SQL Server"
"The Beginners JIRA Tutorial : Learn Agile Project Management","Get started on your journey in Agile and JIRA","JIRA;Database Management"
"Git Essentials: Learn Git with Bitbucket and Sourcetree","Git up to speed quickly with crucial technologies that will enhance your everyday workflow.","Git"
